numenq,sch_lev,farm_f,trad_f,exec_f,tech_f,whc_f,blc_f,noocc_f,farm_m,trad_m,exec_m,tech_m,whc_m,blc_m,noocc_m,orfr,oroecd,orother,foreign,late6,urban,male,age98,date_first,full_first,wage_first,employed_36,full_36,wage_36,experience_36,employed_60,full_60,wage_60,experience_60
b07849,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,20,32,1,915,1,1,762,3,1,1,1100,11
206322,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,19,7,1,661,1,1,1031,22,1,1,1031,46
220206,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,7,1,960,1,1,1143,29,1,1,1156,53
b10309,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,20,9,1,818,1,1,793,27,1,1,980,41
b01428,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,10,1,944,1,1,1025,26,1,1,1025,50
310418,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,9,1,933,1,1,900,27,1,1,900,51
310933,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,9,1,762,1,0,762,27,1,0,762,51
b13505,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,9,1,1030,1,1,1601,27,1,1,1601,51
c06571,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19,6,1,810,1,1,1083,14,1,1,1083,38
317745,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,20,10,1,991,1,1,1296,26,1,1,1296,50
203030,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,14,1,930,1,1,1181,22,1,1,1181,46
b06293,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,7,1,1052,1,1,1113,29,1,1,1113,53
b14639,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,8,1,991,1,1,967,15,1,1,983,39
b03266,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,1,704,1,1,889,29,1,1,1288,53
b04138,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,18,8,1,810,1,1,1119,28,1,1,1119,52
b11983,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,22,21,,3049,1,1,3049,15,1,1,3049,39
c13752,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,6,1,869,1,1,1189,30,1,1,1347,54
205228,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,20,9,1,991,1,1,1300,27,1,1,1300,51
c05296,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,1,933,1,1,1181,7,1,1,1181,31
214768,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,9,1,578,1,1,1300,27,1,1,1300,51
317956,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,7,1,997,1,1,991,29,1,1,991,53
318787,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,8,1,762,1,1,1148,28,1,1,1148,52
b12624,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,34,1,809,1,1,809,2,1,1,788,26
a04333,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,7,1,991,1,1,859,29,1,1,1143,40
b03377,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,21,8,1,810,1,1,1000,16,1,1,1000,40
308253,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,19,13,1,823,1,1,854,18,1,1,1000,42
c07418,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,19,19,1,1113,1,1,1200,17,1,1,1200,41
201885,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,17,7,1,961,1,1,1880,29,1,1,1880,53
b05078,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,8,1,969,1,1,995,28,1,1,995,52
218946,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,21,6,1,810,1,1,1321,30,1,1,1250,54
c14646,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,19,2,1,838,1,1,1177,29,1,1,1177,53
c17004,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,27,1,1049,1,1,991,9,1,1,950,33
b06387,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,23,31,1,1067,1,1,1092,5,1,1,1092,29
201506,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,20,7,1,810,1,1,880,29,1,1,1258,53
210534,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,20,12,1,503,1,1,1140,24,1,1,1140,48
310965,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,6,1,1113,1,1,1204,30,1,1,1204,54
305389,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,9,1,884,1,1,1250,27,1,1,1326,51
307350,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,19,19,1,946,1,1,1121,17,1,1,1121,41
319485,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,21,7,1,869,1,1,1128,29,1,1,1432,53
b10150,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,8,1,915,1,1,1108,28,1,1,1108,52
210367,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,7,0,610,1,1,610,29,1,1,610,53
c17365,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,13,1,793,1,1,838,23,1,1,835,29
306800,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,18,7,1,871,1,1,1151,29,1,1,1151,53
b12832,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,9,1,1097,1,1,1242,27,1,1,1242,51
c05990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,19,7,0,941,1,1,941,29,1,1,941,53
217563,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,11,1,991,1,1,991,25,1,1,1052,49
c17329,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,20,7,0,1033,1,1,1033,29,1,1,1033,53
c15759,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,36,1,808,1,1,985,0,1,1,985,24
219164,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,9,1,854,1,1,1050,27,1,1,1050,51
b11828,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,25,8,1,1052,1,1,1251,28,1,1,1338,52
c13208,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,20,25,1,938,1,1,870,11,1,1,870,35
801055,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,19,10,1,743,1,1,743,26,1,1,1000,50
803219,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,9,1,915,1,1,1100,27,1,1,1100,51
b16822,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,19,10,1,1321,1,1,1651,26,1,1,1651,50
300482,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,18,6,1,908,1,1,915,30,1,1,1848,54
211016,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,0,1,1,0,21,7,1,1311,1,1,1400,29,1,1,1400,53
b17665,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,17,20,1,1118,1,1,1174,16,1,1,1174,40
305769,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,4,1,730,1,1,1042,32,1,1,1042,56
b07747,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,10,1,945,1,1,2167,26,1,1,2167,50
211283,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,10,1,838,1,1,787,26,1,1,787,50
104436,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,18,22,1,1067,1,1,1100,14,1,1,1100,38
b03999,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,26,11,1,884,1,1,930,25,1,1,930,49
309443,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,1,869,1,1,884,27,1,1,1020,51
b17810,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,7,1,1067,1,1,1200,29,1,1,1200,53
303166,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,6,1,810,1,1,869,30,1,1,1300,54
303340,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,3,1,1143,1,1,1300,33,1,1,1300,57
802082,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,10,1,915,1,1,1082,24,1,1,1651,48
c16404,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,18,10,1,810,1,1,1111,18,1,1,900,36
c07858,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,19,7,1,1143,1,1,1025,25,1,1,1025,49
b13589,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,9,1,908,1,1,838,27,1,1,1120,51
305082,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,22,7,0,1192,1,1,1192,29,1,1,1192,53
209884,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,19,7,1,1319,1,1,1385,29,1,1,1067,46
200889,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21,8,1,869,1,1,1083,26,1,1,1083,50
b09240,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,11,1,717,1,1,879,19,1,1,879,43
802136,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,23,9,1,1008,1,1,1669,27,1,1,1669,51
c09268,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,7,1,1307,1,1,1457,29,1,1,1619,53
b13430,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,18,7,1,871,1,1,996,29,1,1,996,53
316317,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,10,1,854,1,1,1086,26,1,1,1086,50
213727,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,9,1,1220,1,1,915,27,1,1,1067,51
b08914,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,29,1,915,1,1,915,7,1,1,1282,31
c15176,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,19,15,1,888,1,1,1271,21,1,1,1271,45
b07664,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,7,1,827,1,1,1067,29,1,1,1200,53
304583,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,7,,1420,1,1,1420,29,1,1,1420,53
221201,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,17,10,1,963,1,1,1037,26,1,1,1143,40
209670,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,17,17,1,1156,1,1,1365,19,1,1,1365,43
b07624,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,18,9,1,1220,1,1,818,27,1,1,991,51
102813,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,18,7,1,963,1,1,976,29,1,1,1000,48
207038,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,19,7,1,823,1,1,1220,29,1,1,1220,53
318690,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,19,10,1,1005,1,1,793,21,1,1,1160,45
311069,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,1,945,1,1,1349,29,1,1,1448,53
b13283,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,22,12,1,1143,1,1,1143,24,1,1,1143,48
305613,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,18,7,1,854,1,1,930,23,1,1,930,47
311019,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,24,8,1,963,1,1,1771,28,1,1,1771,52
312494,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,9,1,900,1,1,1150,27,1,1,1150,51
c10041,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,15,1,810,1,1,881,21,1,1,881,45
b07275,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,17,7,1,871,1,1,1208,29,1,1,1208,53
210482,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19,7,1,908,1,1,975,29,1,1,975,53
b08515,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,21,8,1,838,1,1,1067,25,1,1,1000,47
a06141,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,23,8,1,1266,1,1,1248,27,1,1,1248,51
b06918,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,7,1,810,1,1,809,29,1,1,1556,53
c09416,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,6,1,810,1,1,1300,30,1,1,1300,54
b11816,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,9,1,838,1,1,1169,27,1,1,1169,51
b08274,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,19,7,1,457,1,1,862,29,1,1,862,53
102461,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,12,1,836,1,1,842,22,1,1,869,46
b15017,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,18,9,1,871,1,1,1037,26,1,1,1258,49
b08512,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,1,877,1,1,806,29,1,1,806,53
c13672,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,7,1,534,1,1,1665,23,1,1,1372,35
b16520,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,18,7,,1229,1,1,1229,29,1,1,1229,53
